id_alojamiento,name,category,rating,city,latitude,longitude,characteristics,check_in,check_out,price_discounted,price_original,price_qualifier,cant_resultados,fecha_scrapping,fecha_cambio_bna,cambio_bna
7931620,Amplio Dúplex Doble Matrimonial,entire_home,"4,82 (66)",Puerto Madryn,-42.77884,-65.02208,"['4 camas', '2 dormitorios', '1 ,5 baños', '2 camas dobles', '2 camas de una plaza', 'Calificado con 4,8 de 5 en limpieza']",2023-07-30,2023-08-05,$45 USD,$53 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
890430561594058377,Amplia casa con estacionamiento,entire_home,Nuevo,Esquel,-42.91487839656668,-71.33467512050086,"['2 camas', '1 dormitorio', '1 baño']",2023-07-01,2023-07-06,,$25 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
882699956948235601,Bello y luminoso dpto en Esquel,entire_home,Nuevo,Esquel,-42.9132481,-71.3128886,"['2 camas', '1 dormitorio', '1 baño']",2023-07-01,2023-07-06,,$40 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
53204199,Casita en el corazón de Esquel,entire_home,"4,8 (51)",Esquel,-42.91526,-71.31713,"['2 camas', '1 dormitorio', '1 baño', '1 cama doble', '1 cama de una plaza', 'Calificado con 4,9 de 5 en limpieza']",2023-07-01,2023-07-06,,$43 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
702174271336760773,Hermoso y amplio departamento con balcón y vistas,entire_home,"4,83 (36)",Esquel,-42.9074621,-71.3054405,"['4 camas', '2 dormitorios', '1 ,5 baños', '1 cama doble', '3 camas de una plaza', 'Calificado con 4,9 de 5 en limpieza']",2023-08-11,2023-08-18,,$31 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
882608055979409957,Alto Madryn Vista 270°,entire_home,Nuevo,Puerto Madryn,-42.76874449924234,-65.03526750185243,"['6 camas', '3 dormitorios', '2,5 baños']",2023-07-01,2023-07-06,,$71 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
37128706,Nuestro hogar Pirámides,entire_home,"4,9 (20)",Puerto Pirámides,-42.56749,-64.27021,"['1 cama', '1 dormitorio', '1 baño', '1 cama doble', 'Calificado con 5 de 5 en limpieza']",2023-07-10,2023-07-16,,$40 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
53493881,Hermoso departamento céntrico,entire_home,"5,0 (17)",Trevelin,-43.09089,-71.46334,"['2 camas', '1 dormitorio', '1 ,5 baños', '1 cama doble', '1 sofá cama', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,,$29 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
23445902,Alojamientos Memorable (Dept 3),entire_home,"4,65 (49)",Trelew,-43.25905,-65.31502,"['4 camas', '2 dormitorios', '1 baño', '1 cama doble', '3 camas de una plaza', 'Calificado con 4,9 de 5 en limpieza']",2023-07-01,2023-07-06,,$44 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
897657557762504119,Departamento céntrico a 2 cuadras del mar,entire_home,Nuevo,Puerto Madryn,-42.76854883768354,-65.03513440489769,"['2 camas', 'Monoambiente', '1 baño', '4 camas queen']",2023-07-01,2023-07-06,,$34 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
658010538920592684,Hermoso depto en Comodoro Rivadavia de 3 ambientes,entire_home,"4,7 (33)",Comodoro Rivadavia,-45.86038,-67.48625,"['2 camas', '2 dormitorios', '1 ,5 baños', 'Calificado con 4,8 de 5 en limpieza']",2023-07-01,2023-07-06,,$45 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
782776475232656991,Departamento para 3 personas!,entire_home,"4,57 (14)",Esquel,-42.91053,-71.30715,"['2 camas', '1 dormitorio', '1 baño', 'Calificado con 4,3 de 5 en limpieza']",2023-08-11,2023-08-16,,$29 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
808026558749935878,Departamento con vista al mar. Pet Friendly.,entire_home,"4,89 (9)",Puerto Madryn,-42.772861,-65.028274,"['2 camas', '1 dormitorio', '1 baño', '1 cama queen', '1 sofá cama', 'Calificado con 4,4 de 5 en limpieza']",2023-07-29,2023-08-03,,$39 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
24157919,Casa de campo en la Patagonia Esteparia,entire_home,"4,97 (90)",Puerto Madryn,-42.65054,-65.05239,"['6 camas', '2 dormitorios', '2 baños', '1 cama queen', '5 camas de una plaza', 'Calificado con 4,9 de 5 en limpieza']",2023-07-01,2023-07-06,,$87 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
787139916703144070,"Luz, confort y garaje, 2 del mar",entire_home,"5,0 (10)",Puerto Madryn,-42.76724,-65.03724,"['1 cama', 'Monoambiente', '1 baño', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,,$45 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
23411940,Alojamientos Memorable (Dept 2),entire_home,"4,79 (30)",Trelew,-43.2591,-65.31356,"['7 camas', '2 dormitorios', '1 baño', '1 cama doble', '4 camas de una plaza', 'Calificado con 4,9 de 5 en limpieza']",2023-07-01,2023-07-06,,$44 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
41029361,Departamento único en Puerto Madryn,entire_home,"4,86 (74)",Puerto Madryn,-42.77329,-65.02903,"['1 cama', '1 dormitorio', '1 baño', '1 cama doble', 'Calificado con 4,9 de 5 en limpieza']",2023-07-01,2023-07-06,,$70 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
42001313,EL ALTILLO,private_room,"4,86 (44)",Esquel,-42.91809,-71.32661,"['1 cama', '1 dormitorio', '1 baño compartido', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,,$16 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
29281717,Un lugar de Descanso en Esquel,entire_home,"4,63 (128)",Esquel,-42.92146,-71.32546,"['2 camas', '1 dormitorio', '1 baño', '1 cama doble', '1 cama de una plaza', 'Calificado con 4,7 de 5 en limpieza']",2023-07-08,2023-07-13,,$32 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
857899726609654162,Cerca de la playa y del centro,entire_home,"5,0 (3)",Puerto Madryn,-42.76916,-65.03472,"['3 camas', '1 dormitorio', '1 baño', '1 cama queen', '2 camas de una plaza', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,,$50 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
52755326,"Hermoso departamento con vista al Mar! 3 ""C""",entire_home,"4,88 (16)",Puerto Madryn,-42.752541,-65.036926,"['2 camas', '1 dormitorio', '1 baño', '1 cama queen', '1 sofá cama', 'Calificado con 4,9 de 5 en limpieza']",2023-07-07,2023-07-12,,$87 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
53798357,Casa de huéspedes Cholila Lake,entire_home,,Cholila,-42.5117,-71.43024,"['4 camas', '2 dormitorios', '1 baño', '1 cama king', '1 cama queen']",2023-07-01,2023-07-06,,$120 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
913881680196995887,Euge’s House,entire_home,Nuevo,Puerto Madryn,-42.778357447691796,-65.0251005962491,"['2 camas', '1 dormitorio', '1 baño']",2023-07-05,2023-07-10,,$40 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
649964570123438789,Trelew Apart 1,entire_home,"4,81 (32)",Trelew,-43.25566171337927,-65.3114378079772,"['3 camas', '1 dormitorio', '1 baño', 'Calificado con 4,9 de 5 en limpieza']",2023-07-15,2023-07-20,,$35 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
887762086441997576,Casa Pravia,entire_home,Nuevo,Puerto Madryn,-42.7756997,-65.03053849999999,"['6 camas', '2 dormitorios', '2 baños']",2023-07-22,2023-07-27,,$60 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
659432569453021022,Pequeña casa de estilo nórdico con patio,entire_home,"5,0 (9)",Esquel,-42.90797,-71.30587,"['1 cama', '1 dormitorio', '1 baño', 'Calificado con 4,9 de 5 en limpieza']",2023-07-01,2023-07-06,,$28 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
40755147,La Amarilla Casa de Huéspedes (con cocina) Ruta 40,entire_home,"4,93 (27)",Epuyén,-42.227508544921875,-71.36228942871094,"['2 camas', '1 dormitorio', '1 ,5 baños', '1 cama doble', '1 sofá cama', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,,$45 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
40755147,La Amarilla Casa de Huéspedes (con cocina) Ruta 40,entire_home,"4,93 (27)",Epuyén,-42.227508544921875,-71.36228942871094,"['2 camas', '1 dormitorio', '1 ,5 baños', '1 cama doble', '1 sofá cama', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,,$45 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
9330098,"Centro-Playa, habitacion doble, baño privado.",private_room,"4,92 (13)",Puerto Madryn,-42.77086,-65.03012,"['1 cama', '1 dormitorio', '1 baño privado', '1 cama doble', 'Calificado con 4,7 de 5 en limpieza']",2023-07-01,2023-07-06,,$22 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
845848067167341979,Almacén de Amor,private_room,"4,5 (4)",Esquel,-42.91956,-71.33153,"['1 cama', '1 dormitorio', '1 baño compartido', 'Calificado con 4,3 de 5 en limpieza']",2023-07-01,2023-07-06,,$12 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
52968978,Casa de Campo con Tina de agua caliente Trevelin,entire_home,"4,77 (13)",Trevelin,-42.99143,-71.55946,"['4 camas', '2 dormitorios', '1 baño', '1 cama doble', '3 camas de una plaza', 'Calificado con 4,8 de 5 en limpieza']",2023-08-11,2023-08-16,,$70 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
37818162,"La Morada de Lola, tu casa con vista al mar",entire_home,"4,67 (12)",Puerto Piramides,-42.56918,-64.27383,"['5 camas', '2 dormitorios', '1 baño', '1 cama doble', '3 camas de una plaza', 'más', 'Calificado con 4,5 de 5 en limpieza']",2023-07-10,2023-07-17,,$210 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
787578221432415819,"a 1 cuadra del mar, ubicacion excelente y parrilla",entire_home,"5,0 (3)",Puerto Madryn,-42.77094,-65.03084,"['2 camas', '1 dormitorio', '1 baño', '1 cama queen', '1 sofá cama', 'Calificado con 5 de 5 en limpieza']",2023-07-08,2023-07-13,,$42 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
19909179,Infinite Blue,entire_home,"4,9 (176)",Puerto Piramides,-42.57219,-64.28462,"['1 cama', '1 dormitorio', '1 baño', '1 cama doble', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,,$79 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
53295593,Mar de Olivillos Planta baja,entire_home,"4,95 (19)",Puerto Piramides,-42.56978,-64.27336,"['2 camas', 'Monoambiente', '1 baño', '1 cama doble', '1 cama de una plaza', 'Calificado con 4,9 de 5 en limpieza']",2023-07-01,2023-07-06,,$72 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
559507142939465264,Duplex Playa Union- A tan solo 150mts del mar,entire_home,"4,8 (15)",Playa Unión,-43.32639,-65.05109,"['3 camas', '2 dormitorios', '2 baños', 'Calificado con 4,5 de 5 en limpieza']",2023-07-01,2023-07-06,,$32 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
29591102,Habitación en pleno centro para 1 persona,private_room,"5,0 (7)",Trelew,-43.250099182128906,-65.31116485595703,"['1 cama', '1 dormitorio', '1 baño compartido', '1 cama de una plaza', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,,$18 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
833175601621381109,Mono ambiente a metros del mar.,entire_home,"5,0 (7)",Puerto Madryn,-42.77208,-65.03016,"['1 cama', '1 dormitorio', '1 baño', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,,$54 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
19876278,Departamento con vista al mar en PLENO centro,entire_home,"5,0 (14)",Puerto Madryn,-42.76935,-65.03288,"['1 cama', '1 dormitorio', '1 baño', '1 cama doble', 'Calificado con 4,9 de 5 en limpieza']",2023-07-11,2023-07-16,,$45 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
662310360217854797,Camino al lago III,entire_home,"4,79 (14)",Lago Puelo,-42.07014,-71.60515,"['3 camas', '2 dormitorios', '1 baño', 'Calificado con 4,9 de 5 en limpieza']",2023-07-01,2023-07-06,,$25 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
800753473020768281,Habitación Doble en Casa con Pileta,private_room,"5,0 (4)",Puerto Madryn,-42.81888190705112,-65.01706503331661,"['1 cama', '1 dormitorio', '1,5 baños compartidos', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,$10 USD,$13 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
646470732212125535,Loft moderno estilo industrial,entire_home,"5,0 (19)",Comodoro Rivadavia,-45.86604901652607,-67.5103596970439,"['1 cama', 'Monoambiente', '1 baño', '1 cama doble', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,,$79 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
661642336788520284,Lavanda Casa de Montaña,entire_home,"4,67 (6)",Esquel,-42.91431704506285,-71.33930604603272,"['2 camas', '1 dormitorio', '1 baño', 'Calificado con 4,2 de 5 en limpieza']",2023-07-01,2023-07-06,$45 USD,$66 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
20364091,Departamento Solmar,entire_home,"4,82 (137)",Puerto Madryn,-42.76963,-65.02947,"['2 camas', '1 dormitorio', '1 baño', '1 cama doble', '1 sofá cama', 'Calificado con 4,8 de 5 en limpieza']",2023-10-15,2023-10-20,,$47 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
586216477715336949,Encantador dpto. con vista al mar en Puerto Madryn,entire_home,"5,0 (11)",Puerto Madryn,-42.771633,-65.029068,"['3 camas', '2 dormitorios', '2,5 baños', 'Calificado con 5 de 5 en limpieza']",2023-07-06,2023-07-11,,$131 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
586216477715336949,Encantador dpto. con vista al mar en Puerto Madryn,entire_home,"5,0 (11)",Puerto Madryn,-42.771633,-65.029068,"['3 camas', '2 dormitorios', '2,5 baños', 'Calificado con 5 de 5 en limpieza']",2023-07-06,2023-07-11,,$131 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
21769927,Monoambiente céntrico y luminoso a estrenar,entire_home,"4,77 (102)",Puerto Madryn,-42.76816,-65.03684,"['1 cama', 'Monoambiente', '1 baño', '1 cama doble', 'Calificado con 4,8 de 5 en limpieza']",2023-07-01,2023-07-06,,$34 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
917310050834506168,Mira ballenas desde el piso 10,entire_home,Nuevo,Puerto Madryn,-42.76369,-65.03916,"['2 camas', '1 dormitorio', '1 baño']",2023-07-07,2023-07-12,,$35 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
21249812,"Lo de Frida: ""Diego y yo""",entire_home,"4,47 (55)",Puerto Piramides,-42.57381,-64.2759,"['1 cama', '2 dormitorios', '1 baño', '1 cama doble', 'Calificado con 4,5 de 5 en limpieza']",2023-07-10,2023-07-15,,$84 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
14926605,DAMCHE   Vista al Mar,entire_home,"4,76 (134)",Puerto Madryn,-42.76679,-65.03201,"['1 cama', '1 dormitorio', '1 baño', '1 cama doble', 'Calificado con 4,7 de 5 en limpieza']",2023-10-31,2023-11-05,,$41 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
844132854151774786,Estepa,entire_home,Nuevo,Comodoro Rivadavia,-45.86954,-67.49753,"['3 camas', '2 dormitorios', '1 baño', '1 cama king', '2 camas de una plaza']",2023-07-01,2023-07-06,,$71 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
41822383,El Tornado A.,entire_home,"4,74 (19)",Comodoro Rivadavia,-45.88623,-67.54149,"['2 camas', '1 dormitorio', '1 baño', '1 cama doble', '1 sofá cama', 'Calificado con 4,9 de 5 en limpieza']",2023-07-01,2023-07-06,,$35 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
802165160885723386,Un ambiente cerca del mar,entire_home,"5,0 (6)",Puerto Madryn,-42.76411,-65.03405,"['1 cama', 'Monoambiente', '1 baño', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,,$40 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
645670484324314673,Monoambiente céntrico a metros del mar.,entire_home,,Puerto Madryn,-42.77183,-65.0307,"['1 cama', 'Monoambiente', '1 baño']",2023-07-01,2023-07-06,,$40 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
734738900808999694,Hermoso depto cerca del mar,entire_home,"4,96 (27)",Puerto Madryn,-42.756011331748844,-65.03798827528954,"['1 cama', '1 dormitorio', '1 baño', 'Calificado con 4,8 de 5 en limpieza']",2023-07-16,2023-07-21,,$39 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
573284010642445099,Les Anges,entire_home,"4,91 (11)",Trelew,-43.272508146771024,-65.25354972010865,"['1 cama', '1 dormitorio', '1 baño', '1 cama doble', 'Calificado con 4,9 de 5 en limpieza']",2023-08-20,2023-08-25,,$43 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
552338337887125890,Apolo Suite 2 dormitorios y cochera cubierta,entire_home,"4,93 (15)",Puerto Madryn,-42.7728,-65.03528,"['4 camas', '2 dormitorios', '2 baños', '1 cama doble', '3 camas de una plaza', 'Calificado con 4,9 de 5 en limpieza']",2023-07-10,2023-07-16,$64 USD,$71 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
46173887,Céu Playa Unión,entire_home,"5,0 (3)",Playa Union,-43.32957,-65.05452,"['3 camas', '2 dormitorios', '1 ,5 baños', '1 cama doble', '2 camas de una plaza', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,,$53 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
53725048,Angela Departamento,entire_home,"4,62 (13)",Trelew,-43.26677,-65.3066,"['4 camas', '1 dormitorio', '1 baño', '1 cama doble', '2 camas de una plaza', 'más', 'Calificado con 4,4 de 5 en limpieza']",2023-07-03,2023-07-10,$23 USD,$29 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
51311028,"Amplio Monoambiente con estacionamiento,cerrado.",entire_home,"4,55 (33)",Esquel,-42.91577,-71.30715,"['2 camas', '1 dormitorio', '1 baño', '1 cama doble', '1 cama de una plaza']",2023-07-01,2023-07-06,,$20 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
903126420705158954,Downtown and Beach with seaview,entire_home,Nuevo,Puerto Madryn,-42.76713,-65.03273,"['2 camas', '1 dormitorio', '1 baño']",2023-07-01,2023-07-06,$34 USD,$42 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
