id_alojamiento,name,category,rating,city,latitude,longitude,characteristics,check_in,check_out,price_discounted,price_original,price_qualifier,cant_resultados,fecha_scrapping,fecha_cambio_bna,cambio_bna
850856013943251401,Departamento Las Bandurrias,entire_home,"5,0 (7)",Ushuaia,-54.83314,-68.34622,"['4 camas', '1 dormitorio', '1 baño', 'Wifi', 'Cocina', 'Calefacción', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,,$30 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
53490471,Cálido Sur!,entire_home,"4,81 (63)",Ushuaia,-54.80924,-68.31926,"['4 camas', 'Monoambiente', '1 baño', '4 camas dobles', '2 camas de una plaza', 'más', 'Wifi', 'Lavarropas', 'Cocina', 'Calefacción', 'Calificado con 4,8 de 5 en limpieza']",2023-07-28,2023-08-02,$42 USD,$64 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
53848130,Ocean & Mountain View,entire_home,"4,89 (9)",Ushuaia,-54.807163,-68.31852,"['2 camas', '1 dormitorio', '1 baño', '1 cama queen', 'Wifi', 'Lavarropas', 'Cocina', 'Calefacción', 'Calificado con 4,8 de 5 en limpieza']",2023-07-01,2023-07-06,$88 USD,$98 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
675935804016998183,Monoambiente con vista al canal (céntrico),entire_home,,Ushuaia,-54.80578,-68.30055,"['2 camas', 'Monoambiente', '1 baño', 'Wifi', 'Cocina', 'Calefacción']",2023-07-01,2023-07-06,$50 USD,$70 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
25245618,Departamento al canal de Beagle,entire_home,"4,87 (47)",Ushuaia,-54.79525406953615,-68.23777947574854,"['2 camas', '1 dormitorio', '1 baño', '1 cama doble', '1 sofá cama', 'Wifi', 'Cocina', 'Calefacción', 'Calificado con 4,9 de 5 en limpieza']",2023-07-27,2023-08-01,,$92 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
711705563371014313,C) Cama en cuarto mixto compartido,shared_room,"4,91 (11)",Ushuaia,-54.7964938,-68.2980379,"['1 cama', '1 dormitorio', '1,5 baños compartidos', 'Wifi', 'Cocina', 'Calefacción', 'Calificado con 4,8 de 5 en limpieza']",2023-07-05,2023-07-10,,$12 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
755730964467686523,Amaneceres Ushuaia 4to J,entire_home,"4,92 (24)",Ushuaia,-54.81396,-68.33002,"['1 cama', '1 dormitorio', '1 baño', 'Wifi', 'Lavarropas', 'Cocina', 'Calefacción', 'Calificado con 4,9 de 5 en limpieza']",2023-07-24,2023-07-30,$60 USD,$80 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
604911298357239989,IBF SKY - Ushuaia Apartment,entire_home,"4,93 (27)",Ushuaia,-54.807125,-68.318497,"['1 cama', '1 dormitorio', '1 baño', '1 cama queen', 'Wifi', 'Lavarropas', 'Cocina', 'Calefacción', 'Calificado con 4,9 de 5 en limpieza']",2023-07-01,2023-07-06,,$95 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
604911298357239989,IBF SKY - Ushuaia Apartment,entire_home,"4,93 (27)",Ushuaia,-54.807125,-68.318497,"['1 cama', '1 dormitorio', '1 baño', '1 cama queen', 'Wifi', 'Lavarropas', 'Cocina', 'Calefacción', 'Calificado con 4,9 de 5 en limpieza']",2023-07-01,2023-07-06,,$95 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
867591905332634267,Depto céntrico hab privada llave,private_room,"5,0 (3)",Ushuaia,-54.80481,-68.3015,"['1 cama', '1 dormitorio', '1 baño compartido', 'Wifi', 'Lavarropas', 'Cocina', 'Calificado con 5 de 5 en limpieza']",2023-07-09,2023-07-14,,$21 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
34895919,Un Chiringo entre el bosque y la montaña.,entire_home,"4,92 (157)",Ushuaia,-54.79701,-68.29972,"['4 camas', '1 dormitorio', '1 baño', '1 cama doble', '1 sofá cama', 'Wifi', 'Cocina', 'Calefacción', 'Calificado con 4,9 de 5 en limpieza']",2023-08-08,2023-08-13,,$55 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
889581639557879223,Beagle Suites - Apt Del Bosque,entire_home,Nuevo,Ushuaia,-54.84224878807063,-68.38082187097835,"['1 cama', 'Monoambiente', '1 baño', 'Wifi', 'Cocina', 'Calefacción']",2023-07-28,2023-08-02,,$40 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
711705563371014313,C) Cama en cuarto mixto compartido,shared_room,"4,91 (11)",Ushuaia,-54.7964938,-68.2980379,"['1 cama', '1 dormitorio', '1,5 baños compartidos', 'Wifi', 'Cocina', 'Calefacción', 'Calificado con 4,8 de 5 en limpieza']",2023-07-05,2023-07-10,,$12 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
54314756,Infinity View Pent House III,entire_home,"4,77 (13)",Ushuaia,-54.8066,-68.31778,"['1 cama', '1 dormitorio', '1 baño', 'Wifi', 'Lavarropas', 'Cocina', 'Calefacción', 'Calificado con 5 de 5 en limpieza']",2023-08-02,2023-08-09,$97 USD,$108 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
47074804,Cómodo apartamento,entire_home,"5,0 (31)",Ushuaia,-54.81331,-68.32525,"['2 camas', '1 dormitorio', '1 baño', '2 camas king', 'Wifi', 'Lavarropas', 'Cocina', 'Calefacción', 'Calificado con 5 de 5 en limpieza']",2023-08-19,2023-08-24,,$56 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
836425192956909227,Hermoso monoambiente con vista!,entire_home,"5,0 (10)",BMR,-54.8155796144506,-68.34088426083326,"['1 cama', '1 dormitorio', '1 baño', 'Wifi', 'Cocina', 'Calefacción', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,,$40 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
707364886916940326,"La mejor vista, amplia habitación privada!",private_room,"4,96 (25)",Ushuaia,-54.79609,-68.31388,"['1 cama', '1 dormitorio', 'Wifi', 'Cocina', 'Calefacción', 'Calificado con 4,8 de 5 en limpieza']",2023-07-01,2023-07-06,,$26 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
796630592720622406,Hermosa habitación privada en Nuestro Dulce hogar,private_room,"5,0 (12)",Ushuaia,-54.82718,-68.34482,"['2 camas', '1 dormitorio', '1 ,5 baños', 'Wifi', 'Lavarropas', 'Cocina', 'Calefacción', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,$22 USD,$30 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
610232196906588364,Cabaña de 1 dormitorio con chimenea cerca del centro,entire_home,"4,97 (34)",Ushuaia,-54.79621,-68.29959,"['1 cama', '1 dormitorio', '1 baño', 'Wifi', 'Lavarropas', 'Cocina', 'Calefacción', 'Calificado con 5 de 5 en limpieza']",2023-08-01,2023-08-06,$29 USD,$34 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
38922036,Hermosa casa frente al mar,entire_home,"5,0 (26)",Río Grande,-53.59648,-67.97901,"['3 camas', '2 dormitorios', '1 baño', '1 cama doble', '2 camas de una plaza', 'Wifi', 'Cocina', 'Calefacción', 'Calificado con 5 de 5 en limpieza']",2023-09-01,2023-09-06,,$95 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
24033630,Canal,private_room,"4,98 (46)",Ushuaia,-54.82022,-68.33771,"['1 cama', '1 dormitorio', '1 baño compartido', '1 cama de una plaza', 'Wifi', 'Cocina', 'Calefacción', 'Calificado con 5 de 5 en limpieza']",2023-07-12,2023-07-17,,$22 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
790475418411671055,Cabañas del Fin del Mundo,private_room,"5,0 (4)",Tolhuin,-54.51128,-67.19323,"['2 camas', '1 dormitorio', '1 baño compartido', 'Cocina']",2023-07-01,2023-07-06,,$40 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
17254784,317 Feuerland. Tierra de Fuegos,entire_home,"4,91 (34)",Ushuaia,-54.81519053476619,-68.32914121448994,"['1 cama', '1 dormitorio', '1 baño', '1 cama queen', 'Wifi', 'Lavarropas', 'Cocina', 'Calefacción', 'Calificado con 4,9 de 5 en limpieza']",2023-09-21,2023-09-26,,$53 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
38431623,Como en casa en el fin del mundo!!!!!,entire_home,"4,96 (54)",Ushuaia,-54.82841,-68.33632,"['2 camas', '1 dormitorio', '1 baño', '1 cama queen', '1 cama doble', 'Wifi', 'Lavarropas', 'Cocina', 'Calefacción', 'Calificado con 4,9 de 5 en limpieza']",2023-07-01,2023-07-06,,$35 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
30937215,Departamento de un dormitorio con sala de estar.,entire_home,"4,81 (47)",Río Grande,-53.77048,-67.7176,"['3 camas', '1 dormitorio', '1 baño', '3 camas de una plaza', 'Wifi', 'Cocina', 'Calefacción', 'Calificado con 4,7 de 5 en limpieza']",2023-07-01,2023-07-06,,$38 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
39446425,"Cozy Flat, with incredible views.",entire_home,"4,95 (66)",Ushuaia,-54.80492,-68.31434,"['1 cama', '1 dormitorio', '1 baño', '1 cama doble', 'Wifi', 'Lavarropas', 'Cocina', 'Calefacción', 'Calificado con 4,9 de 5 en limpieza']",2023-08-16,2023-08-21,$51 USD,$59 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
39446425,"Cozy Flat, with incredible views.",entire_home,"4,95 (66)",Ushuaia,-54.80492,-68.31434,"['1 cama', '1 dormitorio', '1 baño', '1 cama doble', 'Wifi', 'Lavarropas', 'Cocina', 'Calefacción', 'Calificado con 4,9 de 5 en limpieza']",2023-08-16,2023-08-21,$51 USD,$59 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
720428719363448238,Tu hogar en el fin del mundo! Ushuaia te espera!,entire_home,"5,0 (17)",Ushuaia,-54.8217,-68.3540554,"['3 camas', 'Monoambiente', '1 baño', '2 camas queen', '4 sofás cama', 'Wifi', 'Lavarropas', 'Cocina', 'Calefacción', 'Calificado con 5 de 5 en limpieza']",2023-07-03,2023-07-08,,$35 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
30205727,Alojamiento amoblado con dos dormitorios.,entire_home,"4,83 (29)",Río Grande,-53.77137,-67.7187,"['5 camas', '2 dormitorios', '1 baño', '1 cama doble', '2 camas de una plaza', 'Wifi', 'Cocina', 'Calefacción', 'Calificado con 4,8 de 5 en limpieza']",2023-07-09,2023-07-14,,$46 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
885407747283424941,Dpto Kotaix - Ush AustraLis,entire_home,"4,5 (4)",Ushuaia,-54.80504,-68.31615,"['2 camas', '1 dormitorio', '1 baño', 'Wifi', 'Calificado con 4,8 de 5 en limpieza']",2023-07-28,2023-08-02,,$35 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
54314756,Infinity View Pent House III,entire_home,"4,77 (13)",Ushuaia,-54.8066,-68.31778,"['1 cama', '1 dormitorio', '1 baño', 'Wifi', 'Lavarropas', 'Cocina', 'Calefacción', 'Calificado con 5 de 5 en limpieza']",2023-08-02,2023-08-09,$97 USD,$108 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
751455808581955668,Ushuaia54,entire_home,"4,77 (26)",Ushuaia,-54.80895,-68.319,"['2 camas', 'Monoambiente', '1 baño', 'Wifi', 'Cocina', 'Calefacción', 'Calificado con 4,9 de 5 en limpieza']",2023-07-01,2023-07-06,$59 USD,$68 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
604911298357239989,IBF SKY - Ushuaia Apartment,entire_home,"4,93 (27)",Ushuaia,-54.807125,-68.318497,"['1 cama', '1 dormitorio', '1 baño', '1 cama queen', 'Wifi', 'Lavarropas', 'Cocina', 'Calefacción', 'Calificado con 4,9 de 5 en limpieza']",2023-07-01,2023-07-06,,$95 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
47581271,"Apartamento en pleno centro de Ushuaia
2C#",entire_home,"4,85 (40)",Ushuaia,-54.80678,-68.30885,"['2 camas', '1 dormitorio', '1 baño', '1 cama doble', '1 cama de una plaza', 'Wifi', 'Calefacción', 'Calificado con 4,7 de 5 en limpieza']",2023-07-01,2023-07-07,$56 USD,$88 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
53797805,"Humilde hogar, en el corazón de Ushuaia",entire_home,"4,35 (40)",Ushuaia,-54.8156,-68.32695,"['3 camas', '2 dormitorios', '1 baño', '1 cama doble', '2 camas de una plaza', 'Wifi', 'Lavarropas', 'Cocina', 'Calefacción', 'Calificado con 4,5 de 5 en limpieza']",2023-07-14,2023-07-19,,$23 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
874515360678951629,Rosas Central,entire_home,Nuevo,Ushuaia,-54.80804999999999,-68.310051,"['No hay evaluaciones', '2 camas', '1 dormitorio', '1 baño', 'Wifi', 'Lavarropas', 'Cocina', 'Calefacción', 'No hay evaluaciones', 'No hay evaluaciones']",2023-07-01,2023-07-07,,$54 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
24851987,Carabelli Departamento Centrico,entire_home,"4,5 (6)",Rio Grande,-53.78583,-67.70052,"['1 cama', '1 dormitorio', '1 baño', '1 cama doble', 'Wifi', 'Cocina', 'Calefacción', 'Calificado con 4,5 de 5 en limpieza']",2023-07-01,2023-07-07,,$44 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
849829409779989649,Loft amplio en la bella Ushuaia!,entire_home,Nuevo,Ushuaia,-54.8300369,-68.3432706,"['4 camas', '1 dormitorio', '1 baño', '2 camas dobles', '2 sofás cama', 'Wifi', 'Lavarropas', 'Cocina', 'Calefacción']",2023-07-14,2023-07-19,,$38 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
916571989269028033,Beautiful Apartment in Ushuaia,entire_home,Nuevo,Ushuaia,-54.81026,-68.31802,"['1 cama', '1 dormitorio', '1 baño', 'Wifi', 'Lavarropas', 'Cocina']",2023-07-01,2023-07-06,,$30 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
802991806559654665,Vive la magia del Bosque Patagónico,entire_home,"5,0 (14)",Ushuaia,-54.77159,-68.27188,"['2 camas', '1 dormitorio', '1 baño', '1 cama doble', '1 sofá cama', 'Wifi', 'Lavarropas', 'Cocina', 'Calefacción', 'Calificado con 4,9 de 5 en limpieza']",2023-07-02,2023-07-09,,$90 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
673319785716829480,Magallanes 1120,entire_home,"4,8 (40)",Ushuaia,-54.80546566044556,-68.31548273563385,"['3 camas', '1 dormitorio', '1 baño', '1 cama queen', '2 camas de una plaza', 'Wifi', 'Cocina', 'Calefacción', 'Calificado con 4,7 de 5 en limpieza']",2023-07-01,2023-07-06,$50 USD,$59 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
888298841564560222,La casita de Mara,entire_home,Nuevo,Río Grande,-53.79724142158653,-67.72697084232787,"['3 camas', '2 dormitorios', '1 baño', '1 cama doble', '2 camas de una plaza', 'Wifi', 'Lavarropas', 'Cocina', 'Calefacción']",2023-07-01,2023-07-06,$34 USD,$42 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
34244276,Patagonia Apartments 2 ¡Nuevo!,entire_home,"4,96 (103)",Ushuaia,-54.81324,-68.32625,"['1 cama', 'Monoambiente', '1 baño', '1 cama queen', 'Wifi', 'Cocina', 'Calefacción', 'Calificado con 5 de 5 en limpieza']",2023-07-14,2023-07-19,,$57 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
46919113,Petit House I,private_room,"4,88 (52)",BAX,-54.80785,-68.31508,"['2 camas', '1 dormitorio', '1 ,5 baños', '2 camas de una plaza', 'Wifi', 'Cocina', 'Calefacción']",2023-07-19,2023-07-24,,$41 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
604348508600425631,Departamentos “Al Sur”,entire_home,"4,96 (23)",Ushuaia,-54.81562,-68.32764,"['2 camas', '1 dormitorio', '1 baño', '1 cama doble', '1 cama de una plaza', 'Wifi', 'Lavarropas', 'Cocina', 'Calefacción', 'Calificado con 5 de 5 en limpieza']",2023-07-11,2023-07-16,$48 USD,$57 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
629517965149568616,Viví la conexión con la naturaleza y cercanía,entire_home,"5,0 (9)",Ushuaia,-54.7940788269043,-68.28755187988281,"['2 camas', '1 dormitorio', '1 baño', 'Wifi', 'Cocina', 'Calefacción', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-07,,$55 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
21534928,"Vista a las montañas, totalmente equipada",entire_home,"4,94 (165)",Ushuaia,-54.80923,-68.31883,"['2 camas', 'Monoambiente', '1 baño', '1 cama queen', '1 sofá cama', 'Wifi', 'Lavarropas', 'Cocina', 'Calefacción', 'Calificado con 5 de 5 en limpieza']",2023-08-27,2023-09-01,,$65 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
40366875,H) Cama en cuarto mixto compartido,shared_room,"4,91 (23)",Ushuaia,-54.79645919799805,-68.29779815673828,"['1 cama', '1 dormitorio', '1,5 baños compartidos', '1 cama de una plaza', 'Wifi', 'Cocina', 'Calefacción', 'Calificado con 4,7 de 5 en limpieza']",2023-07-01,2023-07-06,,$12 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
33691237,"Habitación CÉNTRICA, baño privado. Entrada indep.",private_room,"4,81 (123)",Ushuaia,-54.80525,-68.30993,"['1 cama', '1 dormitorio', '1 cama doble', 'Wifi', 'Calefacción', 'Calificado con 4,8 de 5 en limpieza']",2023-07-08,2023-07-13,$30 USD,$38 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
17142248,Planta alta VISTAMAR USHUAIA,entire_home,"4,68 (25)",Ushuaia,-54.8391,-68.36986,"['4 camas', '3 dormitorios', '2 baños', '1 cama doble', '3 camas de una plaza', 'Wifi', 'Lavarropas', 'Cocina', 'Calefacción', 'Calificado con 4,6 de 5 en limpieza']",2023-07-01,2023-07-06,$203 USD,$228 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
623761864609033397,Habitación en casa céntrica,private_room,"4,88 (26)",Ushuaia,-54.79894,-68.31286,"['2 camas', '1 dormitorio', '1 baño compartido', 'Wifi', 'Lavarropas', 'Cocina', 'Calefacción', 'Calificado con 4,7 de 5 en limpieza']",2023-07-01,2023-07-06,,$35 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
830575392643151646,La mejor vista de Ushuaia,entire_home,,Ushuaia,-54.793407698349576,-68.27445166319323,"['1 cama', '1 dormitorio', '1 baño', '1 cama queen', 'Wifi', 'Lavarropas', 'Cocina', 'Calefacción']",2023-08-30,2023-09-04,,$45 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
3094767,Departamento en el centro de Ushuaia- unico!,entire_home,"4,63 (174)",Ushuaia,-54.80652,-68.30835,"['2 camas', 'Monoambiente', '1 baño', 'Wifi', 'Cocina', 'Calefacción', 'Calificado con 4,7 de 5 en limpieza']",2023-08-29,2023-09-03,,$50 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
810966524601056786,Apartamento y spa Ushuaia,entire_home,"4,93 (15)",Ushuaia,-54.79376,-68.2341,"['2 camas', '1 dormitorio', '1 baño', '1 cama doble', '1 cama de una plaza', 'Wifi', 'Lavarropas', 'Cocina', 'Calefacción', 'Calificado con 5 de 5 en limpieza']",2023-08-03,2023-08-09,$59 USD,$80 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
902961938105735216,Jacuzzi con amplia habitación,private_room,Nuevo,Ushuaia,-54.83354,-68.34796,"['1 cama', '1 dormitorio', '1 baño privado', '1 cama doble', 'Wifi']",2023-07-07,2023-07-12,,$41 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
723256510887851540,Encantador departamento céntrico,entire_home,"4,96 (45)",Ushuaia,-54.80681,-68.31612,"['4 camas', '1 dormitorio', '1 baño', '1 cama doble', '2 camas de una plaza', 'más', 'Wifi', 'Lavarropas', 'Cocina', 'Calefacción', 'Calificado con 4,9 de 5 en limpieza']",2023-08-31,2023-09-05,,$50 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
853572791021667394,Ushuaia54 II,entire_home,"5,0 (3)",Ushuaia,-54.82659746100022,-68.36235652855837,"['2 camas', '1 dormitorio', '1 baño', 'Wifi', 'Lavarropas', 'Cocina', 'Calefacción', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,$29 USD,$40 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
42123442,Estudio Vista del Sur,entire_home,"4,88 (56)",Ushuaia,-54.80777,-68.31357,"['1 cama', '1 dormitorio', '1 baño', '1 cama queen', 'Wifi', 'Cocina', 'Calefacción', 'Calificado con 4,9 de 5 en limpieza']",2023-07-01,2023-07-06,$60 USD,$70 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
796315476686438669,Acogedor estudio en el centro de la ciudad,entire_home,"5,0 (6)",Ushuaia,-54.81738899113187,-68.32541763782501,"['1 cama', '1 dormitorio', '1 baño', 'Wifi', 'Cocina', 'Calificado con 4,8 de 5 en limpieza']",2023-07-25,2023-07-30,,$28 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
775452621588669589,Las Carmelitas 2  Apartamento,entire_home,"4,92 (26)",Ushuaia,-54.814804,-68.32692,"['1 cama', '1 dormitorio', '1 baño', 'Wifi', 'Lavarropas', 'Cocina', 'Calefacción', 'Calificado con 4,9 de 5 en limpieza']",2023-07-14,2023-07-19,,$58 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
710167445018555343,Apartamento Amundsen 6J - Estudio - Ushuaia,entire_home,"4,87 (23)",Ushuaia,-54.80994,-68.32056,"['2 camas', 'Monoambiente', '1 baño', 'Wifi', 'Cocina', 'Calefacción', 'Calificado con 4,9 de 5 en limpieza']",2023-07-01,2023-07-06,,$48 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
755135392594127489,Encantadoras vistas del canal de beagle - Amundsen,entire_home,"5,0 (19)",Ushuaia,-54.8101,-68.31941,"['3 camas', '1 dormitorio', '1 baño', 'Wifi', 'Cocina', 'Calefacción', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,,$85 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
710167445018555343,Apartamento Amundsen 6J - Estudio - Ushuaia,entire_home,"4,87 (23)",Ushuaia,-54.80994,-68.32056,"['2 camas', 'Monoambiente', '1 baño', 'Wifi', 'Cocina', 'Calefacción', 'Calificado con 4,9 de 5 en limpieza']",2023-07-01,2023-07-06,,$48 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
590448531639477943,Cómodo y luminoso monoambiente céntrico,entire_home,"4,97 (61)",Ushuaia,-54.80346,-68.30017,"['2 camas', 'Monoambiente', '1 baño', '2 camas de una plaza', 'Wifi', 'Cocina', 'Calefacción', 'Calificado con 5 de 5 en limpieza']",2023-07-01,2023-07-06,,$71 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
742274618573325014,Habitación en departamento particular en Ushuaia,private_room,"4,89 (18)",Ushuaia,-54.83098,-68.36171,"['2 camas', '1 dormitorio', '1 baño compartido', 'Wifi', 'Lavarropas', 'Cocina', 'Calefacción', 'Calificado con 4,7 de 5 en limpieza']",2023-07-01,2023-07-06,,$17 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
40366875,H) Cama en cuarto mixto compartido,shared_room,"4,91 (23)",Ushuaia,-54.79645919799805,-68.29779815673828,"['1 cama', '1 dormitorio', '1,5 baños compartidos', '1 cama de una plaza', 'Wifi', 'Cocina', 'Calefacción', 'Calificado con 4,7 de 5 en limpieza']",2023-07-01,2023-07-06,,$12 USD,noche,1000,2023-06-24,2023-05-01,239.9193548387097
